205.28247,210.77034,405.5122,295.16632,201.37775,214.02309,150.32724,94.7442,117.326675,197.86537,459.0303,147.93622,108.04612,188.42348,424.6536,38.739296,105.97869,167.76038,173.62582,420.9828
216.47504,219.87924,372.7902,259.72708,163.38951,223.97481,114.00057,60.630253,122.646614,163.02827,423.18195,109.66553,87.55816,195.08963,389.55054,9.009604,118.94568,130.1568,185.18117,390.02087
509.82376,505.8544,108.872765,97.21032,210.55583,511.8142,234.18282,290.54526,426.75232,190.30684,84.85907,247.57242,348.99542,479.36893,70.68825,345.66132,439.32812,217.53323,486.2701,145.38869
285.72937,281.52002,289.951,167.94142,17.19555,287.4969,97.4373,130.74133,206.66162,117.06045,308.62836,57.512897,129.56372,255.12985,284.4831,164.98497,222.66951,76.44861,263.2162,318.86627
574.8536,571.24475,83.76571,145.30464,275.7413,577.15906,290.29727,345.52063,490.04993,242.7334,18.97897,309.32495,412.57587,544.5996,27.800562,401.72614,501.4959,276.26797,550.59656,113.6466
204.01062,204.77563,364.75015,245.8279,128.13084,209.71916,103.42835,68.23846,110.05545,154.24266,406.00186,79.36432,49.2444,178.19617,374.99603,53.243164,116.101135,111.46194,174.66711,385.75784
224.22241,226.58777,356.56946,241.95198,143.75145,231.04797,96.03965,46.048607,129.42569,145.94434,405.0035,89.8695,81.707375,200.9159,371.85327,22.562967,129.29143,111.03779,193.48631,374.8367
298.8871,299.18146,272.0333,157.3935,95.758125,304.27948,12.771994,44.00425,205.16386,61.082806,320.98737,53.093086,137.16652,272.35455,287.22028,99.602684,209.96893,36.102608,269.76163,291.46268
610.5578,609.3953,54.92287,173.7942,324.93674,614.8729,305.6972,352.5693,518.675,254.90784,121.624855,340.80707,445.49088,582.28687,97.36962,408.05267,524.6867,300.81927,582.7309,23.411575
530.6242,527.88586,53.529545,91.71984,234.26512,533.6656,237.58269,291.60468,442.99072,188.45595,75.5751,261.5229,366.39316,500.94736,38.348225,348.13995,452.82938,225.76714,505.01648,90.095726
526.0664,522.6148,82.18378,98.07545,227.21342,528.5056,241.77548,297.35947,440.89502,195.02542,68.17348,260.11374,363.47168,495.90338,45.14136,353.35468,452.2844,227.2566,501.60098,118.54976
100.9233,96.76012,466.33694,343.68076,198.75471,102.676704,214.75792,187.44977,50.830795,262.83853,493.1166,173.94612,72.18551,70.22495,467.28046,156.67198,75.78541,214.60666,81.39911,491.29913
651.0765,648.36,97.92672,210.60527,354.36258,654.1399,355.08234,407.2528,563.02673,304.77246,75.42981,381.6282,486.6934,621.42114,85.60624,463.83804,572.2672,344.96616,625.3313,98.75677
141.2648,137.55026,425.739,303.00012,158.06465,143.42976,176.73503,155.05379,70.94758,223.69395,452.40543,133.9953,38.915276,110.85014,426.4352,133.78793,93.59428,175.00685,119.34892,451.03275
420.32114,418.04156,144.95256,22.139555,129.01123,423.73477,127.81336,183.39722,331.76547,81.77675,181.41357,150.37244,255.5547,391.0019,149.13744,239.35605,341.411,114.46898,394.17484,173.03604
340.8527,339.38882,222.97743,102.52847,72.62548,344.91348,47.39144,103.968376,250.47302,29.12365,263.8096,70.71762,175.64502,312.27792,231.8183,158.4441,259.15817,31.864687,313.71585,246.70503
576.3301,573.4271,52.34566,137.83849,279.0509,579.23566,283.59387,337.27603,489.06534,234.16553,40.346558,307.6003,412.33707,546.53485,11.00414,393.86224,499.01587,271.9674,550.9295,80.91764
611.15125,609.6175,48.8447,171.43558,322.1884,615.1742,307.76114,356.25317,520.058,256.82315,104.54103,340.8297,445.94617,582.51013,82.80216,412.1928,526.88904,301.49078,583.78735,29.643297
69.19933,79.079796,527.98035,408.83487,277.92282,79.81075,266.21008,221.20486,60.847477,317.1514,567.26447,239.0199,137.8356,69.109886,537.45605,170.29355,47.183853,274.46878,42.739452,548.34985
270.87524,269.47385,292.90622,171.62752,60.233322,274.97482,45.71602,67.08969,180.9651,88.2089,329.6742,6.285535,105.668365,242.36377,299.5813,106.53568,190.90897,39.39451,243.8498,316.52484
385.43472,386.38733,202.8525,113.173325,153.92938,391.31573,85.04582,117.81693,290.89856,53.213238,269.41425,134.08946,225.62584,359.7725,231.15807,171.27414,293.00784,95.63752,355.5757,215.4297
471.62973,468.84232,101.39385,38.166363,175.43365,474.6277,181.88792,237.2198,384.40875,134.76158,127.299904,202.98288,307.58423,441.91278,95.73814,293.34256,394.74518,168.33109,446.1696,134.54808
501.4072,499.2142,64.92722,59.722736,208.79309,504.89603,203.96246,257.01144,412.24478,154.02583,112.12353,231.15836,336.47894,472.16513,74.12509,313.6257,421.0653,193.78407,475.02744,96.89638
219.17903,218.44377,345.25076,224.44997,99.86628,223.78195,88.229,70.024704,128.16188,137.28688,382.3079,54.0397,54.809017,191.39934,352.48944,76.36193,138.14532,90.826294,191.49045,368.00522
291.34247,289.38904,272.546,150.38551,43.536793,295.00705,44.967304,84.11854,202.85881,74.3779,306.78253,21.497602,126.4084,262.29913,277.2908,128.63338,213.66931,26.472097,265.0237,297.36014
113.97946,117.131485,458.06046,338.2604,207.79062,121.24612,196.93864,155.73755,20.271368,247.7615,496.3166,168.08755,68.37681,92.7094,466.62878,111.08648,24.848848,204.0113,83.08652,479.27777
7.2583747,7.696578,558.99347,436.84177,293.72263,9.709588,302.29654,266.06027,92.063194,352.10944,588.0533,265.76788,160.64102,24.89063,561.72797,222.54083,98.37715,305.30136,31.225126,582.7095
96.86112,103.410164,488.86334,370.11514,242.08542,106.09119,226.99437,181.9476,33.554832,277.9377,529.32043,201.08255,102.90825,84.178474,499.03284,131.87225,9.855572,235.72275,65.40717,509.0465
70.47195,80.01914,524.81665,405.6579,274.80432,80.97861,263.0565,218.13977,57.850307,313.9971,564.0911,235.8445,134.72588,68.98642,534.27765,167.36281,44.012115,271.2927,43.07684,545.2086
94.02846,102.02636,500.70648,382.46042,255.61507,103.95633,238.73264,192.38168,46.080395,289.65143,542.1465,214.02095,116.64188,85.81737,511.5839,140.77814,23.636377,248.10182,63.691616,520.438
550.4635,547.8308,40.186554,110.32662,254.53136,553.5934,255.74529,309.11935,462.43173,206.06715,64.260765,281.00146,386.0379,520.86774,23.982386,365.7251,471.93253,244.6934,524.67566,75.896225
395.85333,392.54547,178.17336,60.9807,97.69783,398.4091,123.3169,179.68294,311.00558,89.606064,198.06848,131.42117,233.40385,365.7693,171.60112,232.8015,323.19525,103.69037,371.3623,209.1103
367.62857,364.94998,199.22325,76.47105,74.86837,370.7103,89.59451,145.85332,280.74014,60.85066,228.5591,99.71962,203.65448,337.98486,199.58739,198.96715,291.8933,69.86982,342.1868,227.21771
167.06834,171.74748,423.53317,308.0432,195.96384,175.32597,162.37291,112.39909,76.82963,212.7255,470.3172,146.77986,78.28832,148.56898,437.89987,59.592297,67.922646,175.16,135.43423,441.75598
603.7563,601.41034,47.68091,162.2021,309.0867,607.12427,305.46704,357.1004,514.734,254.93208,64.940155,333.6309,438.92593,574.39026,48.839355,413.64505,523.36554,296.16605,577.50134,57.881016
419.09332,417.43405,144.63391,27.32108,134.8301,423.00665,119.74452,173.58247,328.8046,70.45622,191.14136,148.65749,253.89279,390.32947,156.38718,230.08694,337.03842,109.98447,392.07892,169.4437
270.58505,270.21228,295.57867,176.74324,81.065605,275.47595,36.173435,45.47767,178.13585,85.76479,337.96524,28.00961,106.863976,243.21883,306.20865,89.16628,185.34839,42.728626,242.25735,317.153
600.41003,597.39154,67.765495,162.46143,302.651,603.2193,308.2238,361.85788,513.4459,258.76218,32.71356,331.99747,436.61172,570.53436,33.45172,418.45145,523.5301,296.54187,575.1677,88.06341
549.5264,545.6268,95.63177,127.88522,250.24028,551.5789,270.16483,326.09882,465.95782,224.28413,45.282146,286.11194,388.26965,519.1102,43.215324,381.8148,478.14352,254.7149,525.7982,129.68944
329.33508,325.8206,242.69992,120.76389,30.921852,331.7097,86.69572,136.0223,246.1265,84.50963,264.22504,72.22301,168.3013,299.11307,238.50201,182.16132,259.73822,62.19675,305.37695,271.69186
384.67767,380.92496,194.4233,78.96477,85.42109,386.8512,123.908714,179.25793,301.7372,96.90414,208.94331,124.89595,223.9216,354.32602,184.69978,230.43683,315.01822,102.18743,360.97617,226.03455
645.90125,644.16516,82.239395,205.03651,354.94638,649.7642,343.2938,392.17206,555.2206,292.35114,109.75889,375.44296,480.70035,617.06903,100.82085,448.1715,562.3723,336.47662,618.7788,64.79453
165.24661,168.7178,415.4392,298.34406,181.49487,172.76396,153.52162,106.97025,71.662315,204.33234,459.65805,133.85362,61.48692,144.19753,427.97327,59.487347,68.47024,164.50096,133.9924,434.7711
514.68884,511.62698,74.086006,80.797165,216.97505,517.45874,225.98698,281.04572,428.18573,178.22046,83.272896,246.87761,351.12885,484.7786,52.32053,337.30676,438.8175,212.58827,489.60303,110.536
99.51058,97.89303,464.29416,342.20935,201.01526,103.35247,208.61581,176.80956,31.366179,257.92218,494.77737,171.0668,66.06183,70.80099,467.66537,141.70755,56.379917,210.71976,74.93574,488.1138
390.13147,387.7641,175.26547,52.337856,99.36636,393.4712,102.18941,158.64725,302.03412,62.068474,209.00761,120.56547,225.5302,360.7372,178.24135,213.65686,312.19775,86.287926,364.16824,202.81194
677.40204,675.1839,115.520935,235.69305,383.07306,680.87665,377.37033,427.6626,587.88226,326.54816,112.52749,407.08215,512.4285,648.1441,117.7961,483.96478,595.9716,369.09494,650.9162,103.98083
225.24081,227.67618,356.29993,241.93167,144.69824,232.11345,96.02375,45.405113,130.47282,145.78198,405.0735,90.70643,83.2869,202.0538,371.82642,21.335087,130.07678,111.32684,194.4575,374.42773
256.04895,258.53568,330.7682,219.7976,141.32027,262.96506,75.95794,19.480165,161.31546,122.44446,383.72824,86.96006,110.58571,232.89745,349.22437,37.79189,160.28029,95.796234,225.19101,347.41858
215.9,216.50407,352.68594,233.94241,119.36317,221.49706,91.32247,58.23828,122.09881,142.1372,394.44626,68.861946,58.471107,189.84232,363.22504,53.604015,128.14531,99.6336,186.67531,373.65085
53.144485,52.588783,510.5669,388.57706,246.92207,57.66195,253.70934,218.52985,46.621105,303.47818,540.9574,217.3418,112.094864,26.29047,514.03564,177.47638,60.73057,256.7164,30.90146,534.11755
191.4382,193.54451,383.58835,266.18842,152.17146,198.07632,121.60729,77.75707,96.5777,172.49916,427.53162,102.63661,54.466568,167.761,395.80283,42.208714,98.33518,132.34312,160.95607,403.35373
102.974236,105.92571,467.1906,346.93036,214.16135,110.09503,206.55656,166.39825,9.144236,257.26932,504.14975,176.19637,74.08669,81.44763,474.90884,122.321556,21.65001,212.89232,72.31325,488.8035
451.24698,447.45517,139.48877,60.264854,151.97574,453.38998,178.53578,235.11952,367.8487,138.3821,142.4433,188.96506,290.0949,420.881,120.23048,289.28635,380.50668,160.3988,427.47363,174.36157
409.23254,405.66238,169.86479,59.31757,110.2255,411.56494,139.02646,195.42033,325.29156,104.05676,184.33017,146.4737,247.56796,378.98825,159.41487,248.53331,337.8939,119.423065,385.15674,202.13991
554.0573,552.4669,12.514196,114.5009,265.52478,558.0331,251.37154,300.99582,463.19785,200.44165,102.86235,283.6828,388.84763,525.36127,64.89638,357.2615,470.39175,244.49365,526.807,38.51324
258.1762,262.21863,349.35907,243.4912,173.91666,266.08685,104.28695,49.097805,165.41177,146.37067,407.33267,119.600555,128.74017,237.94876,371.61276,34.89214,159.37817,125.998764,226.63625,363.36273
61.759487,72.93516,542.1757,422.86795,290.97668,72.63856,280.46097,235.5521,73.29999,331.39874,580.97925,252.80597,150.87817,67.971375,551.36066,184.498,61.351585,288.52975,40.654327,562.64026
617.842,614.99744,73.2966,178.31783,320.68668,620.7977,323.56467,376.50864,530.26917,273.63123,47.689564,348.8068,453.69595,588.0908,51.69616,433.12958,539.9099,312.68494,592.3158,85.481346
242.0127,246.07233,361.081,252.72157,173.31906,249.92943,110.230995,53.654057,149.32745,155.27956,416.72473,118.61873,115.45223,221.8604,381.6384,19.672812,143.24246,130.27048,210.4744,376.0652
13.302859,24.8126,573.16144,451.46753,310.2199,20.460854,314.68073,275.91425,101.93453,364.95505,604.2986,280.07697,174.72264,43.52646,577.2972,229.78697,103.4704,318.92886,37.24331,596.13416
565.2583,561.43353,92.316,140.33156,265.983,567.3765,284.00766,339.68027,481.32007,237.37881,29.152683,301.14218,403.6889,534.8828,36.506775,395.6198,493.26416,269.11475,541.38116,124.13929
252.39299,256.21927,350.3602,242.9307,168.89787,260.16895,101.8586,45.71107,159.219,145.57,406.89893,114.37375,121.329285,231.74365,371.54425,28.240652,153.88974,122.8358,220.91704,365.05505
187.06384,189.15831,387.45383,269.7973,154.18196,193.69185,125.47461,82.10837,92.202805,176.3935,430.9055,105.34684,51.732025,163.37814,399.34015,45.753723,94.19237,135.7984,156.60329,407.36865
436.4829,432.8089,148.53502,54.78459,137.30267,438.7272,163.68304,220.2607,352.72446,124.65711,157.07513,173.66817,274.99908,406.1812,133.36226,274.21585,365.26944,145.248,412.53162,182.4248
174.19519,171.279,391.18402,268.55353,125.704254,177.04607,142.5912,125.50415,94.05266,188.9936,419.51712,99.16777,23.617765,144.32802,392.80423,114.205605,112.47076,140.21184,150.20561,416.27213
531.0336,529.4127,33.25854,91.58795,242.6987,534.98413,228.76326,278.97043,440.29688,177.87212,110.71042,260.63364,365.82434,502.30817,70.52259,335.36377,447.67227,221.53755,503.84232,59.882336
241.85515,243.94846,338.88324,225.18932,135.0062,248.50331,79.449844,27.836092,146.99948,128.64365,388.62906,80.32676,94.22288,218.05582,355.03195,32.893005,147.44252,96.2374,211.27492,356.83203
18.964323,29.485044,552.77716,431.33008,291.3953,29.592394,293.76624,254.59677,80.75879,344.15012,585.0994,259.89447,154.61278,31.927132,557.644,208.49779,82.338844,298.41846,16.135696,575.4582
296.00983,293.7425,268.44437,145.85858,36.043045,299.4214,51.123493,92.58286,208.50891,74.89575,300.6295,28.272121,131.52718,266.69043,271.73895,137.0561,219.96883,29.900574,270.14075,293.98068
